Dataset,TotalLogicalSize_Bytes,GitObjectsSize_Bytes,GitMetadataSize_Bytes,TotalPhysicalSize_Bytes,OCR,ERR,CommitTime_Seconds,RepackTime_Seconds,TotalTime_Seconds
react-repack,2886518499,85623171,1084244,86707415,33.7118,33.2903,58.073666115,.000508598,58.074174713
netty-repack,2332724103,48616204,428313,49044517,47.9824,47.5634,65.727877545,.000513513,65.728391058
Cpython-repack,10093334224,501494388,604849,502099237,20.1265,20.1022,209.905308214,.000525376,209.905833590
linux-repack,205211416948,6016971130,8750495,6025721625,34.1054,34.0559,3348.141270758,.000514823,3348.141785581
WEB-repack,299875782605,1441253968,6373082,1447627050,208.0658,207.1498,3418.994108892,.002883258,3418.996992150
automake-repack,436715292,60551469,179600,60731069,7.2122,7.1909,34.666500059,.000512964,34.667013023
coreutils-repack,240412678,18938392,234732,19173124,12.6944,12.5390,12.937344937,.002842666,12.940187603
gcc-repack,40468435629,2100652340,13144585,2113796925,19.2646,19.1449,1077.916456270,.000514636,1077.916970906
react-repack,2886518499,85623171,1084244,86707415,33.7118,33.2903,57.928901115,.000507267,57.929408382
netty-repack,2332724103,48616204,428313,49044517,47.9824,47.5634,66.261369225,.000529775,66.261899000
Cpython-repack,10093334224,501494388,604849,502099237,20.1265,20.1022,211.102959066,.000570274,211.103529340
linux-repack,205211416948,6016971130,8750495,6025721625,34.1054,34.0559,3350.624480581,.000587457,3350.625068038
WEB-repack,299875782605,1441253968,6373082,1447627050,208.0658,207.1498,3409.836454113,.002829118,3409.839283231
automake-repack,436715292,60551469,179600,60731069,7.2122,7.1909,34.666500059,.000512964,34.667013023
coreutils-repack,240412678,18938392,234732,19173124,12.6944,12.5390,12.937344937,.002842666,12.940187603
gcc-repack,40468435629,2100652340,13144585,2113796925,19.2646,19.1449,1077.916456270,.000514636,1077.916970906
react-repack,2886518499,85623171,1084244,86707415,33.7118,33.2903,57.928901115,.000507267,57.929408382
netty-repack,2332724103,48616204,428313,49044517,47.9824,47.5634,66.261369225,.000529775,66.261899000
Cpython-repack,10093334224,501494388,604849,502099237,20.1265,20.1022,211.102959066,.000570274,211.103529340
linux-repack,205211416948,6016971130,8750495,6025721625,34.1054,34.0559,3350.624480581,.000587457,3350.625068038
WEB-repack,299875782605,1441253968,6373082,1447627050,208.0658,207.1498,3409.836454113,.002829118,3409.839283231
automake-repack,436715292,60551469,179600,60731069,7.2122,7.1909,34.666500059,.000512964,34.667013023
coreutils-repack,240412678,18938392,234732,19173124,12.6944,12.5390,12.937344937,.002842666,12.940187603
gcc-repack,40468435629,2100652340,13144585,2113796925,19.2646,19.1449,1077.916456270,.000514636,1077.916970906
react-repack,2886518499,85623171,1084244,86707415,33.7118,33.2903,57.928901115,.000507267,57.929408382
netty-repack,2332724103,48616204,428313,49044517,47.9824,47.5634,66.261369225,.000529775,66.261899000
Cpython-repack,10093334224,501494388,604849,502099237,20.1265,20.1022,211.102959066,.000570274,211.103529340
linux-repack,205211416948,6016971130,8750495,6025721625,34.1054,34.0559,3350.624480581,.000587457,3350.625068038
WEB-repack,299875782605,1441253968,6373082,1447627050,208.0658,207.1498,3409.836454113,.002829118,3409.839283231
automake-repack,436715292,60551469,179600,60731069,7.2122,7.1909,34.666500059,.000512964,34.667013023
coreutils-repack,240412678,18938392,234732,19173124,12.6944,12.5390,12.937344937,.002842666,12.940187603
gcc-repack,40468435629,2100652340,13144585,2113796925,19.2646,19.1449,1077.916456270,.000514636,1077.916970906
react-repack,2886518499,85623171,1084244,86707415,33.7118,33.2903,57.928901115,.000507267,57.929408382
netty-repack,2332724103,48616204,428313,49044517,47.9824,47.5634,66.261369225,.000529775,66.261899000
Cpython-repack,10093334224,501494388,604849,502099237,20.1265,20.1022,211.102959066,.000570274,211.103529340
linux-repack,205211416948,6016971130,8750495,6025721625,34.1054,34.0559,3350.624480581,.000587457,3350.625068038
WEB-repack,299875782605,1441253968,6373082,1447627050,208.0658,207.1498,3409.836454113,.002829118,3409.839283231
automake-repack,436715292,60551469,179600,60731069,7.2122,7.1909,34.666500059,.000512964,34.667013023
coreutils-repack,240412678,18938392,234732,19173124,12.6944,12.5390,12.937344937,.002842666,12.940187603
gcc-repack,40468435629,2100652340,13144585,2113796925,19.2646,19.1449,1077.916456270,.000514636,1077.916970906
react-repack,2886518499,85623171,1084244,86707415,33.7118,33.2903,57.928901115,.000507267,57.929408382
netty-repack,2332724103,48616204,428313,49044517,47.9824,47.5634,66.261369225,.000529775,66.261899000
Cpython-repack,10093334224,501494388,604849,502099237,20.1265,20.1022,211.102959066,.000570274,211.103529340
linux-repack,205211416948,6016971130,8750495,6025721625,34.1054,34.0559,3350.624480581,.000587457,3350.625068038
WEB-repack,299875782605,1441253968,6373082,1447627050,208.0658,207.1498,3409.836454113,.002829118,3409.839283231
automake-repack,436715292,60551469,179600,60731069,7.2122,7.1909,34.666500059,.000512964,34.667013023
coreutils-repack,240412678,18938392,234732,19173124,12.6944,12.5390,12.937344937,.002842666,12.940187603
gcc-repack,40468435629,2100652340,13144585,2113796925,19.2646,19.1449,1077.916456270,.000514636,1077.916970906
react-repack,2886518499,85623171,1084244,86707415,33.7118,33.2903,57.928901115,.000507267,57.929408382
netty-repack,2332724103,48616204,428313,49044517,47.9824,47.5634,66.261369225,.000529775,66.261899000
Cpython-repack,10093334224,501494388,604849,502099237,20.1265,20.1022,211.102959066,.000570274,211.103529340
linux-repack,205211416948,6016971130,8750495,6025721625,34.1054,34.0559,3350.624480581,.000587457,3350.625068038
WEB-repack,299875782605,1441253968,6373082,1447627050,208.0658,207.1498,3409.836454113,.002829118,3409.839283231
automake-repack,436715292,60551469,179600,60731069,7.2122,7.1909,34.666500059,.000512964,34.667013023
coreutils-repack,240412678,18938392,234732,19173124,12.6944,12.5390,12.937344937,.002842666,12.940187603
gcc-repack,40468435629,2100652340,13144585,2113796925,19.2646,19.1449,1077.916456270,.000514636,1077.916970906
react-repack,2886518499,85623171,1084244,86707415,33.7118,33.2903,57.928901115,.000507267,57.929408382
netty-repack,2332724103,48616204,428313,49044517,47.9824,47.5634,66.261369225,.000529775,66.261899000
Cpython-repack,10093334224,501494388,604849,502099237,20.1265,20.1022,211.102959066,.000570274,211.103529340
linux-repack,205211416948,6016971130,8750495,6025721625,34.1054,34.0559,3350.624480581,.000587457,3350.625068038
WEB-repack,299875782605,1441253968,6373082,1447627050,208.0658,207.1498,3409.836454113,.002829118,3409.839283231
automake-repack,436715292,60551469,179600,60731069,7.2122,7.1909,34.666500059,.000512964,34.667013023
coreutils-repack,240412678,18938392,234732,19173124,12.6944,12.5390,12.937344937,.002842666,12.940187603
gcc-repack,40468435629,2100652340,13144585,2113796925,19.2646,19.1449,1077.916456270,.000514636,1077.916970906
react-repack,2886518499,85623171,1084244,86707415,33.7118,33.2903,57.928901115,.000507267,57.929408382
netty-repack,2332724103,48616204,428313,49044517,47.9824,47.5634,66.261369225,.000529775,66.261899000
Cpython-repack,10093334224,501494388,604849,502099237,20.1265,20.1022,211.102959066,.000570274,211.103529340
linux-repack,205211416948,6016971130,8750495,6025721625,34.1054,34.0559,3350.624480581,.000587457,3350.625068038
WEB-repack,299875782605,1441253968,6373082,1447627050,208.0658,207.1498,3409.836454113,.002829118,3409.839283231
automake-repack,436715292,60551469,179600,60731069,7.2122,7.1909,34.463461114,.000518632,34.463979746
coreutils-repack,240412678,18938392,234732,19173124,12.6944,12.5390,13.133489674,.000567866,13.134057540
gcc-repack,40468435629,2100648244,13144585,2113792829,19.2647,19.1449,1079.754630896,.001446604,1079.756077500
react-repack,2886518499,85623171,1084244,86707415,33.7118,33.2903,58.163889144,.000526774,58.164415918
netty-repack,2332724103,48616204,428313,49044517,47.9824,47.5634,65.586973367,.000456448,65.587429815
Cpython-repack,10093334224,501494388,604849,502099237,20.1265,20.1022,211.637059018,.000557170,211.637616188
linux-repack,205211416948,6016971130,8750495,6025721625,34.1054,34.0559,3367.887044349,.000515463,3367.887559812
WEB-repack,299875782605,1441253968,6373082,1447627050,208.0658,207.1498,3405.314752868,.000543925,3405.315296793
automake-repack,436715292,60551469,179600,60731069,7.2122,7.1909,34.463461114,.000518632,34.463979746
coreutils-repack,240412678,18938392,234732,19173124,12.6944,12.5390,13.133489674,.000567866,13.134057540
gcc-repack,40468435629,2100648244,13144585,2113792829,19.2647,19.1449,1079.754630896,.001446604,1079.756077500
react-repack,2886518499,85623171,1084244,86707415,33.7118,33.2903,58.163889144,.000526774,58.164415918
netty-repack,2332724103,48616204,428313,49044517,47.9824,47.5634,65.586973367,.000456448,65.587429815
Cpython-repack,10093334224,501494388,604849,502099237,20.1265,20.1022,211.637059018,.000557170,211.637616188
linux-repack,205211416948,6016971130,8750495,6025721625,34.1054,34.0559,3367.887044349,.000515463,3367.887559812
WEB-repack,299875782605,1441253968,6373082,1447627050,208.0658,207.1498,3405.314752868,.000543925,3405.315296793
automake-repack,436715292,60551469,179600,60731069,7.2122,7.1909,34.463461114,.000518632,34.463979746
coreutils-repack,240412678,18938392,234732,19173124,12.6944,12.5390,13.133489674,.000567866,13.134057540
gcc-repack,40468435629,2100648244,13144585,2113792829,19.2647,19.1449,1079.754630896,.001446604,1079.756077500
react-repack,2886518499,85623171,1084244,86707415,33.7118,33.2903,58.163889144,.000526774,58.164415918
netty-repack,2332724103,48616204,428313,49044517,47.9824,47.5634,65.586973367,.000456448,65.587429815
Cpython-repack,10093334224,501494388,604849,502099237,20.1265,20.1022,211.637059018,.000557170,211.637616188
linux-repack,205211416948,6016971130,8750495,6025721625,34.1054,34.0559,3367.887044349,.000515463,3367.887559812
WEB-repack,299875782605,1441253968,6373082,1447627050,208.0658,207.1498,3405.314752868,.000543925,3405.315296793
automake-repack,436715292,60551469,179600,60731069,7.2122,7.1909,34.463461114,.000518632,34.463979746
coreutils-repack,240412678,18938392,234732,19173124,12.6944,12.5390,13.133489674,.000567866,13.134057540
gcc-repack,40468435629,2100648244,13144585,2113792829,19.2647,19.1449,1079.754630896,.001446604,1079.756077500
react-repack,2886518499,85623171,1084244,86707415,33.7118,33.2903,58.163889144,.000526774,58.164415918
netty-repack,2332724103,48616204,428313,49044517,47.9824,47.5634,65.586973367,.000456448,65.587429815
Cpython-repack,10093334224,501494388,604849,502099237,20.1265,20.1022,211.637059018,.000557170,211.637616188
linux-repack,205211416948,6016971130,8750495,6025721625,34.1054,34.0559,3367.887044349,.000515463,3367.887559812
WEB-repack,299875782605,1441253968,6373082,1447627050,208.0658,207.1498,3405.314752868,.000543925,3405.315296793
automake-repack,436715292,60551469,179600,60731069,7.2122,7.1909,34.463461114,.000518632,34.463979746
coreutils-repack,240412678,18938392,234732,19173124,12.6944,12.5390,13.133489674,.000567866,13.134057540
gcc-repack,40468435629,2100648244,13144585,2113792829,19.2647,19.1449,1079.754630896,.001446604,1079.756077500
react-repack,2886518499,85623171,1084244,86707415,33.7118,33.2903,58.163889144,.000526774,58.164415918
netty-repack,2332724103,48616204,428313,49044517,47.9824,47.5634,65.586973367,.000456448,65.587429815
Cpython-repack,10093334224,501494388,604849,502099237,20.1265,20.1022,211.637059018,.000557170,211.637616188
linux-repack,205211416948,6016971130,8750495,6025721625,34.1054,34.0559,3367.887044349,.000515463,3367.887559812
WEB-repack,299875782605,1441253968,6373082,1447627050,208.0658,207.1498,3405.314752868,.000543925,3405.315296793
automake-repack,436715292,60551469,179600,60731069,7.2122,7.1909,34.463461114,.000518632,34.463979746
coreutils-repack,240412678,18938392,234732,19173124,12.6944,12.5390,13.133489674,.000567866,13.134057540
gcc-repack,40468435629,2100648244,13144585,2113792829,19.2647,19.1449,1079.754630896,.001446604,1079.756077500
react-repack,2886518499,85623171,1084244,86707415,33.7118,33.2903,58.163889144,.000526774,58.164415918
netty-repack,2332724103,48616204,428313,49044517,47.9824,47.5634,65.586973367,.000456448,65.587429815
Cpython-repack,10093334224,501494388,604849,502099237,20.1265,20.1022,211.637059018,.000557170,211.637616188
linux-repack,205211416948,6016971130,8750495,6025721625,34.1054,34.0559,3367.887044349,.000515463,3367.887559812
WEB-repack,299875782605,1441253968,6373082,1447627050,208.0658,207.1498,3405.314752868,.000543925,3405.315296793
automake-repack,436715292,60551469,179600,60731069,7.2122,7.1909,34.463461114,.000518632,34.463979746
coreutils-repack,240412678,18938392,234732,19173124,12.6944,12.5390,13.133489674,.000567866,13.134057540
gcc-repack,40468435629,2100648244,13144585,2113792829,19.2647,19.1449,1079.754630896,.001446604,1079.756077500
react-repack,2886518499,85623171,1084244,86707415,33.7118,33.2903,58.163889144,.000526774,58.164415918
netty-repack,2332724103,48616204,428313,49044517,47.9824,47.5634,65.586973367,.000456448,65.587429815
Cpython-repack,10093334224,501494388,604849,502099237,20.1265,20.1022,211.637059018,.000557170,211.637616188
linux-repack,205211416948,6016971130,8750495,6025721625,34.1054,34.0559,3367.887044349,.000515463,3367.887559812
WEB-repack,299875782605,1441253968,6373082,1447627050,208.0658,207.1498,3405.314752868,.000543925,3405.315296793
automake-repack,436715292,60551469,179600,60731069,7.2122,7.1909,34.463461114,.000518632,34.463979746
coreutils-repack,240412678,18938392,234732,19173124,12.6944,12.5390,13.133489674,.000567866,13.134057540
gcc-repack,40468435629,2100648244,13144585,2113792829,19.2647,19.1449,1079.754630896,.001446604,1079.756077500
react-repack,2886518499,85623171,1084244,86707415,33.7118,33.2903,58.163889144,.000526774,58.164415918
netty-repack,2332724103,48616204,428313,49044517,47.9824,47.5634,65.586973367,.000456448,65.587429815
Cpython-repack,10093334224,501494388,604849,502099237,20.1265,20.1022,211.637059018,.000557170,211.637616188
linux-repack,205211416948,6016971130,8750495,6025721625,34.1054,34.0559,3367.887044349,.000515463,3367.887559812
WEB-repack,299875782605,1441253968,6373082,1447627050,208.0658,207.1498,3405.314752868,.000543925,3405.315296793
